vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,client_ip_address,metadata_,class,object_type
{},1322,2023-02-16 17:59:01,False,,,Response,34,chord_player,5,ModularPage,,2.27.225.148,"{'time_taken': 3.347, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:58:57.986Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:58:58.257Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:58:58.258Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:58:58.268Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:00.777Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:00.778Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:00.778Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:00.778Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:00.778Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:00.779Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:01.296Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_34/node_52__trial_1000__stimulus&secret=ac8d1afa-a22a-4baf-909e-dbb9f4d67fe1', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1323,2023-02-16 17:59:02,False,,,Response,33,chord_player,5,ModularPage,,143.58.217.131,"{'time_taken': 3.741, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:58:58.025Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:58:58.278Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:58:58.278Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:58:58.286Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:00.805Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:00.806Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:00.806Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:00.806Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:00.806Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:00.808Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:01.733Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_33/node_23__trial_1001__stimulus&secret=0ec02a7e-9186-4db7-960a-b0e87ab3e071', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1324,2023-02-16 17:59:05,False,,,Response,34,chord_player,4,ModularPage,,2.27.225.148,"{'time_taken': 3.592, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:01.922Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:02.182Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:02.182Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:02.191Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:04.698Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:04.698Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:04.698Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:04.698Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:04.699Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:04.699Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:05.481Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_34/node_55__trial_1002__stimulus&secret=f37a1dea-7e0b-491f-b326-922bdf1b5e79', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1325,2023-02-16 17:59:06,False,,,Response,33,chord_player,2,ModularPage,,143.58.217.131,"{'time_taken': 3.35, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:02.497Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:02.834Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:02.835Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:02.843Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:05.356Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:05.356Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:05.356Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:05.356Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:05.358Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:05.358Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:05.817Z', 'info': {'buttonId': '2'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_33/node_54__trial_1003__stimulus&secret=7eba3fb0-9c02-4521-93be-0f74e1e71077', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1326,2023-02-16 17:59:09,False,,,Response,34,chord_player,4,ModularPage,,2.27.225.148,"{'time_taken': 3.348, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:06.248Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:06.540Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:06.540Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:06.550Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:09.067Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:09.067Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:09.067Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:09.068Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:09.068Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:09.068Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:09.563Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_34/node_7__trial_1004__stimulus&secret=f4ec650b-8bb5-4baa-89dc-68fd83fc5b68', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1327,2023-02-16 17:59:10,False,,,Response,33,chord_player,3,ModularPage,,143.58.217.131,"{'time_taken': 3.341, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:06.437Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:06.722Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:06.722Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:06.732Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:09.247Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:09.247Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:09.248Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:09.248Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:09.250Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:09.250Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:09.743Z', 'info': {'buttonId': '3'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_33/node_16__trial_1005__stimulus&secret=fe0e7632-c115-45fc-ac80-9b20c3f6202a', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1328,2023-02-16 17:59:13,False,,,Response,34,chord_player,5,ModularPage,,2.27.225.148,"{'time_taken': 3, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:10.266Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:10.539Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:10.539Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:10.549Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:13.057Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:13.057Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:13.057Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:13.058Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:13.058Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:13.058Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:13.231Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_34/node_19__trial_1006__stimulus&secret=1d495d9b-7257-4d9e-8937-24b5da48be5f', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1329,2023-02-16 17:59:14,False,,,Response,33,chord_player,5,ModularPage,,143.58.217.131,"{'time_taken': 3.409, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:10.406Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:10.692Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:10.692Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:10.703Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:13.215Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:13.216Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:13.216Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:13.216Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:13.218Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:13.221Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:13.782Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_33/node_33__trial_1007__stimulus&secret=f7df659e-023c-4f78-aa15-bd6b2efdc163', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1330,2023-02-16 17:59:16,False,,,Response,34,chord_player,5,ModularPage,,2.27.225.148,"{'time_taken': 2.951, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:13.802Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:14.049Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:14.049Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:14.059Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:16.577Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:16.577Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:16.577Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:16.577Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:16.578Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:16.580Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:16.714Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_34/node_44__trial_1008__stimulus&secret=bd57396e-7bf7-4aef-bad6-036c50f67868', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1331,2023-02-16 17:59:18,False,,,Response,33,chord_player,7,ModularPage,,143.58.217.131,"{'time_taken': 3.382, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:14.403Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:14.678Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:14.678Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:14.688Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:17.197Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:17.197Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:17.198Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:17.198Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:17.198Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:17.198Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:17.753Z', 'info': {'buttonId': '7'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_33/node_18__trial_1009__stimulus&secret=bda5e649-f67b-475f-9b34-0228e6326b62', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1332,2023-02-16 17:59:21,False,,,Response,34,chord_player,4,ModularPage,,2.27.225.148,"{'time_taken': 3.56, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:17.465Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:17.722Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:17.722Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:17.731Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:20.237Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:20.237Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:20.237Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:20.238Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:20.238Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:20.238Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:20.996Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_34/node_40__trial_1010__stimulus&secret=05b4b884-dd3f-442e-9d16-83f9bef89be3', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1333,2023-02-16 17:59:21,False,,,Response,33,chord_player,2,ModularPage,,143.58.217.131,"{'time_taken': 3.227, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:18.418Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:18.652Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:18.652Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:18.661Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:21.166Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:21.166Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:21.166Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:21.166Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:21.168Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:21.168Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:21.611Z', 'info': {'buttonId': '2'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_33/node_55__trial_1011__stimulus&secret=f4f90b5f-522a-4b2a-ae8e-61bca21839cc', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1334,2023-02-16 17:59:25,False,,,Response,34,chord_player,5,ModularPage,,2.27.225.148,"{'time_taken': 3.3, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:21.777Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:22.039Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:22.039Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:22.049Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:24.558Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:24.558Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:24.558Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:24.558Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:24.562Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:24.562Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:25.045Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_34/node_53__trial_1012__stimulus&secret=f7eac722-78cc-4a1b-bde6-6c9c782c0aac', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1335,2023-02-16 17:59:25,False,,,Response,33,chord_player,7,ModularPage,,143.58.217.131,"{'time_taken': 3.265, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:22.247Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:22.510Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:22.510Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:22.519Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:25.035Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:25.035Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:25.036Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:25.036Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:25.038Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:25.042Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:25.482Z', 'info': {'buttonId': '7'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_33/node_48__trial_1013__stimulus&secret=d82ecbe6-c5c1-4917-8766-c7ec58c6b022', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1336,2023-02-16 17:59:29,False,,,Response,34,chord_player,5,ModularPage,,2.27.225.148,"{'time_taken': 3.248, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:25.754Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:25.974Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:25.975Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:25.985Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:28.497Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:28.498Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:28.498Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:28.498Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:28.499Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:28.502Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:28.965Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_34/node_36__trial_1014__stimulus&secret=7edf918a-5b63-4d9c-b1d8-492ccd928170', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},1337,2023-02-16 17:59:29,False,,,Response,33,chord_player,5,ModularPage,,143.58.217.131,"{'time_taken': 3.196, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:59:26.132Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:59:26.398Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:59:26.399Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:59:26.408Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:59:28.925Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:59:28.925Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:59:28.925Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:59:28.926Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:59:28.928Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:59:28.928Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:59:29.297Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_33/node_21__trial_1015__stimulus&secret=55d0505d-35ae-4308-9b1e-97eecaefed20', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
